configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh
816,2,DHT22 / AM2302 + HC-SR501,3.3,60,17.6034,40.4906,1.906,33.75,0.0,1.25,65.614736,66.277796
817,3,HC-05 + HC-SR04 + Arduino Uno / ATmega328P,5.0,720,255.5502,456.4614,7.9884,15.0,0.0,0.0,741.095466,732.997896
818,3,DHT22 / AM2302 + INA219 + MPU6050,3.3,30,11.3478,17.7482,0.904,2.133333,0.003333,0.833333,4.128492,4.158879
819,3,ESP32-S3 + nRF24L01+ + SSD1306 OLED controller,3.3,30,7.9983,20.5022,1.4996,34.333333,0.005967,122.833333,75.722985,78.50749
820,3,SSD1306 OLED controller + HC-SR04 + Arduino Uno / ATmega328P,5.0,60,25.8358,32.7215,1.4427,5.0,0.003333,0.0,32.312723,31.468726
821,4,HC-SR501 + BMP280 + SSD1306 OLED controller + HC-05,3.3,360,53.6175,290.5716,15.8109,23.750685,0.002525,0.009213,280.353079,271.624477
822,2,HC-SR501 + INA219,3.3,1440,168.3787,1222.4821,49.1392,32.5,0.0,0.0,601.95388,581.178828
823,4,ESP32-S3 + ESP32 + BMP280 + Raspberry Pi Pico,3.3,1440,717.4026,668.6819,53.9155,28.895685,0.32881,148.759212,6373.431326,6430.942126
824,2,INA219 + HC-SR501,3.3,120,31.7183,87.316,0.9657,32.5,0.0,0.0,113.392916,114.623629
825,3,DS18B20 + HC-SR04 + nRF24L01+,5.0,1440,456.0885,932.3116,51.5999,9.1,0.00055,5.0,936.444376,925.798088
826,1,HC-SR04,5.0,720,285.396,406.2518,28.3523,15.0,0.0,0.0,356.744948,356.620559
827,2,DS18B20 + HC-SR501,5.0,720,322.8466,374.4133,22.7401,33.0,0.000375,0.75,1778.522195,1799.175199
828,2,SSD1306 OLED controller + MPU6050,3.3,30,11.3211,17.2032,1.4757,1.95,0.01,0.0,2.447291,2.418618
829,3,HC-05 + HC-SR501 + ESP32,3.3,720,309.6883,402.1105,8.2012,39.626667,0.002713,80.0,2133.301719,2077.167573
830,3,HC-SR501 + Arduino Uno / ATmega328P + INA219,4.15,60,10.8106,46.6134,2.576,21.666667,0.0,0.0,48.60253,46.644126
831,1,MPU6050,3.3,720,98.8644,615.409,5.7266,3.9,0.01,0.0,21.544897,21.112802
832,3,Arduino Uno / ATmega328P + BME280 + HC-SR04,5.0,30,7.6124,21.9102,0.4774,5.0,0.0,0.0,9.515523,9.635535
833,3,INA219 + HC-SR501 + DS18B20,4.15,60,31.8026,26.4509,1.7465,22.0,0.00025,0.5,145.849292,145.164743
834,2,ESP32 + BMP280,3.3,60,29.7921,27.4659,2.742,11.94137,0.00412,120.018425,75.346011,75.009532
835,4,HC-SR501 + DHT22 / AM2302 + nRF24L01+ + Raspberry Pi Pico,3.3,60,23.8925,35.5386,0.5689,19.7,0.325225,4.0,106.593482,105.884429
836,2,ESP32-S3 + Arduino Uno / ATmega328P,4.15,30,15.6066,13.3378,1.0557,45.85,0.0035,177.5,99.328653,96.643212
837,3,DHT22 / AM2302 + HC-SR04 + Arduino Uno / ATmega328P,5.0,1440,351.7248,1043.9787,44.2966,5.833333,0.0,0.833333,494.108884,483.249116
838,2,DS18B20 + HC-SR04,5.0,720,101.9879,616.4332,1.5789,8.0,0.000375,0.75,136.219773,137.422208
839,3,HC-05 + DS18B20 + BME280,3.3,720,129.0384,571.8175,19.144,10.333333,0.00025,0.5,226.095366,219.460633
840,2,INA219 + HC-05,3.3,60,12.6117,45.8687,1.5196,15.0,0.0,0.0,20.809285,21.065091
841,2,BME280 + HC-SR501,3.3,360,184.307,159.869,15.824,32.5,0.0,0.0,658.897349,659.236947
842,4,DHT22 / AM2302 + Arduino Uno / ATmega328P + HC-SR501 + DS18B20,5.0,60,22.5361,37.3873,0.0766,17.125,0.000188,1.0,127.06968,126.828643
843,4,nRF24L01+ + ESP32 + HC-05 + INA219,3.3,60,32.5591,26.8706,0.5703,16.295,0.00226,63.375,124.685772,124.557737
844,1,BME280,3.3,720,131.3342,583.239,5.4268,0.0,0.0,0.0,0.0,0.0
845,3,Arduino Uno / ATmega328P + INA219 + MPU6050,3.3,360,182.4657,174.6702,2.8641,1.3,0.003333,0.0,39.23496,40.40864
846,1,SSD1306 OLED controller,3.3,60,16.9157,41.4086,1.6757,0.0,0.01,0.0,0.022775,0.023563
847,3,DHT22 / AM2302 + HC-SR04 + HC-05,3.3,720,274.6457,443.3568,1.9975,15.833333,0.0,0.833333,834.510964,818.595658
848,3,Raspberry Pi Pico + INA219 + DS18B20,4.15,30,16.7117,12.5189,0.7694,0.333333,0.433583,0.5,2.615258,2.714082
849,1,MPU6050,3.3,120,39.2097,79.0244,1.7659,3.9,0.01,0.0,8.453943,8.644997
850,2,Arduino Uno / ATmega328P + BMP280,4.15,360,212.8942,143.086,4.0198,0.00137,5e-05,0.018425,0.041017,0.042711
851,2,ESP32-S3 + Raspberry Pi Pico,3.3,1440,210.174,1187.9687,41.8573,45.85,0.6535,177.5,1962.673456,1987.268753
852,3,ESP32 + DHT22 / AM2302 + SSD1306 OLED controller,3.3,120,57.7392,59.763,2.4979,8.793333,0.006047,80.833333,117.148847,114.54993
853,4,HC-05 + Arduino Uno / ATmega328P + MPU6050 + ESP32,3.3,120,71.6583,45.008,3.3337,14.445,0.004535,60.0,271.77258,268.401521
854,2,SSD1306 OLED controller + DS18B20,4.15,720,377.2827,322.44,20.2772,0.5,0.005375,0.75,34.172375,34.573274
855,3,ESP32 + SSD1306 OLED controller + DS18B20,3.3,60,8.4353,50.7005,0.8642,8.293333,0.006297,80.5,23.351702,23.480434
856,2,SSD1306 OLED controller + DS18B20,4.15,60,23.2009,34.5389,2.2601,0.5,0.005375,0.75,2.23708,2.211852
857,1,ESP32-S3,3.3,30,11.4242,17.4257,1.1501,91.7,0.007,355.0,80.079507,81.329838
858,4,BMP280 + BME280 + DHT22 / AM2302 + DS18B20,3.3,120,42.5837,74.101,3.3153,0.875685,0.000213,1.009212,10.292334,10.340635
859,3,MPU6050 + ESP32-S3 + Arduino Uno / ATmega328P,3.3,360,77.3301,279.5166,3.1533,31.866667,0.005667,118.333333,468.431845,456.52475
860,4,Arduino Uno / ATmega328P + MPU6050 + BMP280 + INA219,3.3,30,2.1581,27.5008,0.3411,0.975685,0.002525,0.009213,0.479208,0.474316
861,3,BME280 + HC-SR501 + ESP32,3.3,720,167.1466,522.7954,30.058,29.626667,0.002713,80.0,1214.079007,1203.72773
862,4,BMP280 + HC-SR501 + DS18B20 + INA219,3.3,360,35.4168,316.0524,8.5308,16.500685,0.000213,0.384213,130.677012,132.821681
863,1,ESP32,3.3,120,27.4336,89.0292,3.5372,23.88,0.00814,240.0,82.762024,83.942289
864,1,ESP32-S3,3.3,60,35.7096,21.4718,2.8186,91.7,0.007,355.0,235.142319,235.168331
865,4,BME280 + DHT22 / AM2302 + HC-SR04 + DS18B20,4.15,60,7.097,51.9076,0.9954,4.625,0.000188,1.0,10.702978,10.478366
866,3,HC-05 + HC-SR501 + BME280,3.3,30,4.3775,25.5498,0.0727,31.666667,0.0,0.0,22.872246,22.537985
867,3,ESP32 + INA219 + HC-SR04,3.3,120,31.4042,88.5765,0.0192,12.96,0.002713,80.0,80.795286,79.101126
868,3,ESP32 + DHT22 / AM2302 + ESP32-S3,3.3,30,10.2528,18.4048,1.3424,39.36,0.005047,199.166667,110.715225,106.022884
869,3,Raspberry Pi Pico + HC-SR04 + HC-05,4.15,30,16.0259,12.5128,1.4613,15.0,0.433333,0.0,47.600092,47.336065
870,3,DHT22 / AM2302 + Arduino Uno / ATmega328P + nRF24L01+,3.3,360,68.9463,287.9548,3.0988,4.6,0.0003,5.333333,55.071493,54.316428
871,2,MPU6050 + BMP280,3.3,360,28.3136,314.9485,16.7379,1.95137,0.00505,0.018425,6.286407,6.450448
872,1,nRF24L01+,3.3,30,8.9446,20.6877,0.3677,11.3,0.0009,13.5,5.833079,6.069946
873,4,HC-SR501 + MPU6050 + HC-05 + DHT22 / AM2302,3.3,360,75.9837,281.8082,2.2081,25.35,0.0025,0.625,424.219562,443.834042
874,1,MPU6050,3.3,360,37.5554,320.5918,1.8528,3.9,0.01,0.0,8.231968,8.496411
875,4,ESP32-S3 + ESP32 + SSD1306 OLED controller + MPU6050,3.3,30,14.7041,13.9227,1.3732,29.87,0.008785,148.75,141.590007,143.313978
876,1,DHT22 / AM2302,3.3,120,53.0238,63.2147,3.7615,2.5,0.0,2.5,7.807978,7.932181
877,2,HC-05 + ESP32-S3,3.3,360,45.4641,309.257,5.2789,60.85,0.0035,177.5,407.504023,412.834063
878,3,nRF24L01+ + BME280 + Arduino Uno / ATmega328P,3.3,360,118.8592,237.5146,3.6262,3.766667,0.0003,4.5,76.575215,78.844499
879,3,HC-SR04 + HC-05 + ESP32-S3,3.3,120,59.0662,56.4234,4.5104,45.566667,0.002333,118.333333,557.279055,557.424549
880,2,DS18B20 + INA219,4.15,120,34.1579,84.6781,1.164,0.5,0.000375,0.75,2.997285,3.024941
881,2,BMP280 + HC-SR501,3.3,1440,363.8268,1072.592,3.5812,32.50137,5e-05,0.018425,1300.748857,1328.818722
882,4,ESP32-S3 + INA219 + nRF24L01+ + HC-05,3.3,1440,765.1915,615.3919,59.4166,33.25,0.001975,92.125,6801.869481,7023.233758
883,2,MPU6050 + BME280,3.3,1440,641.9897,785.2097,12.8006,1.95,0.005,0.0,138.138662,136.35038
884,3,DHT22 / AM2302 + INA219 + DS18B20,3.3,1440,371.6738,1053.9461,14.3801,1.166667,0.00025,1.333333,85.918611,88.695984
885,1,nRF24L01+,3.3,360,78.812,270.2359,10.9521,11.3,0.0009,13.5,57.126971,55.870793
886,3,BMP280 + HC-SR501 + BME280,3.3,720,337.9111,361.0831,21.0058,21.66758,3.3e-05,0.012283,1208.127767,1185.016384
887,3,DHT22 / AM2302 + Arduino Uno / ATmega328P + BME280,3.3,720,278.8903,414.9751,26.1346,0.833333,0.0,0.833333,41.94092,41.379713
888,3,MPU6050 + Raspberry Pi Pico + ESP32,3.3,1440,305.2831,1121.4736,13.2433,9.26,0.43938,80.0,722.557593,725.866472
889,2,BME280 + MPU6050,3.3,1440,577.4597,837.6982,24.842,1.95,0.005,0.0,124.325848,124.590627
890,2,ESP32 + HC-SR04,4.15,1440,394.2537,1022.12,23.6263,19.44,0.00407,120.0,1322.955085,1347.746378
891,4,SSD1306 OLED controller + MPU6050 + nRF24L01+ + HC-SR04,3.3,360,137.2504,206.1674,16.5821,7.55,0.005225,3.375,298.853614,291.751665
892,1,Raspberry Pi Pico,3.3,120,56.5455,58.9991,4.4554,0.0,1.3,0.0,4.218436,4.134023
893,2,BMP280 + Raspberry Pi Pico,3.3,60,25.9371,32.0653,1.9976,0.00137,0.65005,0.018425,2.300806,2.280696
894,4,MPU6050 + Arduino Uno / ATmega328P + Raspberry Pi Pico + SSD1306 OLED controller,3.3,1440,533.2844,885.2508,21.4648,0.975,0.33,0.0,178.658704,181.966194
895,3,nRF24L01+ + HC-05 + DS18B20,3.3,720,397.6336,295.2528,27.1137,14.1,0.00055,5.0,959.914953,954.629484
896,1,DS18B20,5.0,360,197.0628,146.2276,16.7095,1.0,0.00075,1.5,18.519732,17.932117
897,2,DS18B20 + MPU6050,4.15,60,24.272,35.4962,0.2318,2.45,0.005375,0.75,7.27972,7.328617
898,4,INA219 + DS18B20 + BMP280 + nRF24L01+,3.3,120,57.748,57.2826,4.9694,3.075685,0.000438,3.759212,45.039146,45.989432
899,3,BMP280 + ESP32-S3 + BME280,3.3,360,146.742,200.9858,12.2722,30.56758,0.002367,118.345617,979.833766,977.931729
900,3,Raspberry Pi Pico + HC-05 + DS18B20,4.15,720,122.7702,572.1484,25.0814,10.333333,0.433583,0.5,267.418297,270.023816
901,4,INA219 + Raspberry Pi Pico + Arduino Uno / ATmega328P + ESP32,3.3,60,18.0325,39.1769,2.7905,5.97,0.327035,60.0,63.337806,62.090492
902,1,BMP280,3.3,120,70.5724,46.6453,2.7823,0.00274,0.0001,0.03685,0.016531,0.016776
903,3,DHT22 / AM2302 + BME280 + MPU6050,3.3,120,8.6951,107.214,4.0909,2.133333,0.003333,0.833333,3.682159,3.546223
904,3,MPU6050 + nRF24L01+ + HC-SR501,3.3,360,162.4114,191.2048,6.3838,26.733333,0.003633,4.5,721.251232,726.774158
905,4,nRF24L01+ + INA219 + Raspberry Pi Pico + BMP280,3.3,720,110.7381,583.0788,26.1831,2.825685,0.32525,3.384212,130.05664,134.66272
906,2,ESP32 + DHT22 / AM2302,3.3,1440,189.0207,1225.534,25.4453,13.19,0.00407,121.25,614.175566,615.433678
907,4,ESP32 + DS18B20 + HC-05 + MPU6050,3.3,30,17.1857,11.5882,1.2261,14.695,0.004723,60.375,72.396458,73.827424
908,3,ESP32 + ESP32-S3 + HC-SR501,3.3,120,49.4301,68.0083,2.5616,60.193333,0.005047,198.333333,574.819834,590.351362
909,2,ESP32-S3 + HC-SR04,4.15,120,68.3005,50.7662,0.9333,53.35,0.0035,177.5,448.091198,447.854337
910,1,MPU6050,3.3,720,360.2059,333.1987,26.5953,3.9,0.01,0.0,77.44743,74.45558
911,2,Arduino Uno / ATmega328P + BME280,4.15,120,41.4683,75.8581,2.6736,0.0,0.0,0.0,0.0,0.0
912,2,ESP32 + HC-SR501,3.3,720,105.1227,581.3376,33.5396,44.44,0.00407,120.0,956.865152,967.559036
913,1,Raspberry Pi Pico,3.3,30,4.6667,25.238,0.0953,0.0,1.3,0.0,1.804515,1.844304
914,3,ESP32 + ESP32-S3 + HC-SR501,3.3,720,57.8601,632.9882,29.1517,60.193333,0.005047,198.333333,1529.176731,1534.9287
915,2,ESP32-S3 + BME280,3.3,720,286.4982,431.2363,2.2655,45.85,0.0035,177.5,1489.353219,1454.012417
916,1,nRF24L01+,3.3,60,25.5355,34.0796,0.3849,11.3,0.0009,13.5,16.157784,15.975265
917,1,BMP280,3.3,360,215.7749,143.7584,0.4667,0.00274,0.0001,0.03685,0.034254,0.03425
918,3,BME280 + MPU6050 + DHT22 / AM2302,3.3,1440,794.7654,581.8368,63.3978,2.133333,0.003333,0.833333,288.79462,285.897268
919,3,nRF24L01+ + MPU6050 + HC-SR501,3.3,1440,259.8171,1156.8967,23.2862,26.733333,0.003633,4.5,1164.036991,1206.283976
920,3,Arduino Uno / ATmega328P + DHT22 / AM2302 + INA219,3.3,60,3.7764,55.4589,0.7647,0.833333,0.0,0.833333,0.624405,0.616612
921,3,BMP280 + ESP32-S3 + HC-SR501,3.3,120,29.9262,89.0628,1.011,52.234247,0.002367,118.345617,277.699613,276.306769
922,4,Raspberry Pi Pico + HC-SR501 + HC-05 + SSD1306 OLED controller,3.3,360,110.6809,243.4311,5.888,23.75,0.3275,0.0,595.84694,609.503637
923,1,BME280,3.3,360,56.1631,301.2164,2.6205,0.0,0.0,0.0,0.0,0.0
924,1,DS18B20,5.0,120,22.4708,94.9527,2.5765,1.0,0.00075,1.5,2.200567,2.164101
925,1,DHT22 / AM2302,3.3,1440,314.6262,1111.1049,14.2689,2.5,0.0,2.5,45.223078,45.752113
926,4,HC-05 + MPU6050 + INA219 + SSD1306 OLED controller,3.3,360,86.657,258.23,15.113,8.475,0.005,0.0,161.85602,161.872065
927,2,DHT22 / AM2302 + Arduino Uno / ATmega328P,4.15,120,6.0694,108.1597,5.7709,1.25,0.0,1.25,1.628045,1.644504
928,2,HC-SR501 + ESP32,3.3,360,127.027,227.7521,5.2209,44.44,0.00407,120.0,689.976165,708.755958
929,3,HC-05 + BME280 + HC-SR501,3.3,1440,122.9644,1291.819,25.2166,31.666667,0.0,0.0,642.488958,627.075535
930,2,DS18B20 + Arduino Uno / ATmega328P,5.0,1440,311.7818,1104.2506,23.9675,0.5,0.000375,0.75,29.04678,28.649081
931,2,Raspberry Pi Pico + Arduino Uno / ATmega328P,5.0,60,6.3396,53.1364,0.5241,0.0,0.65,0.0,5.75644,5.631348
932,2,HC-05 + Arduino Uno / ATmega328P,4.15,360,48.9207,307.5855,3.4938,15.0,0.0,0.0,80.719179,80.596164
933,1,Raspberry Pi Pico,3.3,720,234.4883,454.4535,31.0582,0.0,1.3,0.0,32.493425,32.96639
934,1,ESP32,3.3,30,17.7068,11.2781,1.0151,23.88,0.00814,240.0,36.660597,35.48579
935,3,HC-05 + DS18B20 + BMP280,3.3,360,159.9578,187.1414,12.9008,10.334247,0.000283,0.512283,278.935772,273.191912
936,2,HC-SR501 + Raspberry Pi Pico,3.3,60,19.1545,39.0044,1.8411,32.5,0.65,0.0,71.265975,72.15565
937,3,HC-SR501 + HC-05 + Arduino Uno / ATmega328P,4.15,1440,573.8142,800.287,65.8988,31.666667,0.0,0.0,3526.566428,3560.855608
938,3,Raspberry Pi Pico + HC-SR04 + HC-SR501,5.0,360,31.3262,312.5227,16.1511,26.666667,0.433333,0.0,242.697998,240.37646
939,3,BMP280 + HC-SR501 + HC-SR04,4.15,120,34.324,81.4217,4.2543,26.66758,3.3e-05,0.012283,197.23433,200.732045
940,3,nRF24L01+ + DS18B20 + MPU6050,3.3,360,142.1709,213.7459,4.0831,5.4,0.003883,5.0,134.386117,136.556418
941,1,SSD1306 OLED controller,3.3,1440,126.4407,1281.6698,31.8894,0.0,0.01,0.0,0.704918,0.694738
942,3,HC-SR04 + Raspberry Pi Pico + HC-SR501,5.0,30,11.527,17.3707,1.1023,26.666667,0.433333,0.0,78.728337,79.283245
943,1,ESP32,3.3,360,101.4122,255.3519,3.2359,23.88,0.00814,240.0,176.022816,174.287146
944,2,Raspberry Pi Pico + ESP32-S3,3.3,30,12.5335,17.0727,0.3939,45.85,0.6535,177.5,72.129884,70.766077
945,2,ESP32 + Raspberry Pi Pico,3.3,60,29.3001,28.3481,2.3519,11.94,0.65407,120.0,71.566756,71.584449
946,2,Arduino Uno / ATmega328P + DS18B20,5.0,60,22.1534,37.6028,0.2438,0.5,0.000375,0.75,1.878943,1.863637
947,2,Raspberry Pi Pico + BME280,3.3,30,11.2478,18.2117,0.5406,0.0,0.65,0.0,1.302134,1.319801
948,2,INA219 + Arduino Uno / ATmega328P,4.15,1440,705.1769,725.2283,9.5948,0.0,0.0,0.0,0.0,0.0
949,3,ESP32 + HC-SR04 + MPU6050,3.3,30,4.9639,23.992,1.0441,14.26,0.006047,80.0,27.594811,27.57083
950,1,HC-SR501,3.3,1440,592.4784,787.5971,59.9244,65.0,0.0,0.0,2118.110454,2080.22665
951,3,nRF24L01+ + MPU6050 + DS18B20,3.3,60,32.8251,26.6802,0.4947,5.4,0.003883,5.0,30.624057,29.886619
952,3,Arduino Uno / ATmega328P + MPU6050 + HC-05,3.3,1440,367.4277,1060.0941,12.4782,11.3,0.003333,0.0,685.65199,671.868926
953,4,ESP32 + nRF24L01+ + HC-05 + MPU6050,3.3,1440,778.4953,622.2186,39.2861,17.27,0.00476,63.375,3506.213665,3540.835612
954,4,BMP280 + SSD1306 OLED controller + HC-SR04 + Raspberry Pi Pico,3.3,60,7.0884,50.2096,2.702,3.750685,0.327525,0.009213,12.484908,12.154309
955,3,DHT22 / AM2302 + SSD1306 OLED controller + ESP32,3.3,1440,672.8119,728.5737,38.6144,8.793333,0.006047,80.833333,1491.928789,1517.726579
956,1,SSD1306 OLED controller,3.3,1440,736.7284,699.1227,4.1489,0.0,0.01,0.0,0.384517,0.393168
957,3,HC-SR501 + SSD1306 OLED controller + HC-05,3.3,1440,154.4813,1271.2413,14.2775,31.666667,0.003333,0.0,807.863798,815.786819
958,3,ESP32-S3 + INA219 + Raspberry Pi Pico,3.3,30,14.0959,15.8076,0.0965,30.566667,0.435667,118.333333,74.113707,75.27453
959,3,nRF24L01+ + INA219 + SSD1306 OLED controller,3.3,720,163.7244,523.6483,32.6273,3.766667,0.003633,4.5,126.294408,127.459212
960,3,Arduino Uno / ATmega328P + ESP32-S3 + HC-SR501,4.15,720,390.6861,323.7014,5.6124,52.233333,0.002333,118.333333,3836.593012,3966.256245
961,4,SSD1306 OLED controller + DS18B20 + HC-SR04 + ESP32,4.15,60,24.1312,33.5055,2.3633,9.97,0.004723,60.375,95.394896,95.832676
962,3,DS18B20 + HC-SR04 + DHT22 / AM2302,5.0,60,34.4813,22.6128,2.906,6.166667,0.00025,1.333333,51.480442,52.274251
963,1,ESP32,3.3,720,336.8304,356.0657,27.1039,23.88,0.00814,240.0,800.32378,807.88977
964,2,DS18B20 + DHT22 / AM2302,4.15,30,9.638,20.0025,0.3595,1.75,0.000375,2.0,2.224008,2.202439
965,3,ESP32-S3 + INA219 + Arduino Uno / ATmega328P,3.3,120,37.0193,80.5009,2.4798,30.566667,0.002333,118.333333,235.155228,244.176556
966,4,HC-05 + HC-SR501 + DS18B20 + MPU6050,3.3,720,382.8345,328.4247,8.7408,24.975,0.002688,0.375,2115.624676,2134.50188
967,2,MPU6050 + Arduino Uno / ATmega328P,4.15,720,253.3966,440.542,26.0614,1.95,0.005,0.0,54.595865,55.351324
968,3,INA219 + DHT22 / AM2302 + SSD1306 OLED controller,3.3,120,63.1599,55.3787,1.4614,0.833333,0.003333,0.833333,8.915885,8.631829
969,4,SSD1306 OLED controller + HC-05 + nRF24L01+ + BME280,3.3,720,309.5191,405.7126,4.7683,10.325,0.002725,3.375,706.8563,679.291715
970,4,HC-05 + DS18B20 + SSD1306 OLED controller + ESP32-S3,3.3,1440,594.3956,817.0819,28.5226,30.675,0.004438,89.125,4589.403116,4615.672395
971,4,HC-SR04 + nRF24L01+ + HC-SR501 + HC-05,3.3,120,52.5475,62.4705,4.9821,30.325,0.000225,3.375,376.605339,379.513839
972,3,DHT22 / AM2302 + SSD1306 OLED controller + HC-05,3.3,30,12.7037,16.2215,1.0748,10.833333,0.003333,0.833333,22.86451,23.039604
973,3,DHT22 / AM2302 + HC-05 + Arduino Uno / ATmega328P,3.3,120,33.0633,82.7611,4.1756,10.833333,0.0,0.833333,59.674855,58.488894
974,2,HC-05 + BMP280,3.3,60,15.0852,44.4396,0.4752,15.00137,5e-05,0.018425,24.894001,24.447856
975,3,Arduino Uno / ATmega328P + HC-SR04 + DHT22 / AM2302,5.0,120,25.6927,92.3101,1.9972,5.833333,0.0,0.833333,35.923213,36.101911
976,3,Arduino Uno / ATmega328P + HC-SR04 + HC-SR501,5.0,1440,477.9897,927.9283,34.082,26.666667,0.0,0.0,3186.59795,3224.762825
977,2,BME280 + MPU6050,3.3,360,130.3465,221.3325,8.321,1.95,0.005,0.0,28.081058,28.1747
978,2,DS18B20 + BME280,4.15,60,6.3035,51.3405,2.356,0.5,0.000375,0.75,0.823,0.865308
979,4,ESP32 + HC-05 + BME280 + ESP32-S3,3.3,360,133.1186,217.6345,9.2469,36.395,0.003785,148.75,1368.6543,1390.47811
980,4,Arduino Uno / ATmega328P + DS18B20 + nRF24L01+ + BMP280,4.15,360,163.4179,184.4676,12.1145,3.075685,0.000438,3.759212,125.762542,128.648485
981,2,nRF24L01+ + HC-SR04,4.15,30,4.7199,24.3245,0.9557,13.15,0.00045,6.75,9.544038,9.479879
982,1,HC-SR501,3.3,30,4.057,25.6946,0.2484,65.0,0.0,0.0,14.503733,13.986898
983,3,Raspberry Pi Pico + BMP280 + HC-SR04,4.15,1440,318.754,1105.1541,16.0919,5.000913,0.433367,0.012283,497.901055,506.54932
984,2,BME280 + DS18B20,4.15,120,8.774,109.6626,1.5634,0.5,0.000375,0.75,0.933449,0.940696
985,3,ESP32-S3 + INA219 + HC-05,3.3,1440,482.0499,896.9408,61.0092,40.566667,0.002333,118.333333,4418.151909,4401.517829
986,3,HC-05 + DHT22 / AM2302 + DS18B20,3.3,1440,491.1076,944.4911,4.4013,11.166667,0.00025,1.333333,919.99478,955.458183
987,3,ESP32 + DS18B20 + Raspberry Pi Pico,4.15,720,385.0299,312.0946,22.8755,8.293333,0.436297,80.5,870.821294,891.786877
988,2,HC-SR501 + DHT22 / AM2302,3.3,30,17.3593,12.4835,0.1572,33.75,0.0,1.25,64.468181,64.877438
989,3,Arduino Uno / ATmega328P + BME280 + HC-SR501,4.15,360,171.8815,172.48,15.6384,21.666667,0.0,0.0,772.750746,754.454051
990,4,ESP32 + SSD1306 OLED controller + DS18B20 + BMP280,3.3,60,21.5293,37.9628,0.5079,6.220685,0.004747,60.384212,36.883182,37.897284
991,3,DS18B20 + INA219 + HC-05,3.3,30,5.5884,23.9475,0.4642,10.333333,0.00025,0.5,9.746007,10.188994
992,4,Raspberry Pi Pico + Arduino Uno / ATmega328P + HC-SR04 + ESP32,5.0,360,183.5332,163.9975,12.4693,9.72,0.327035,60.0,652.904169,667.500944
993,4,nRF24L01+ + INA219 + DHT22 / AM2302 + ESP32-S3,3.3,60,25.0252,33.8697,1.1051,26.375,0.001975,92.75,167.773021,169.338319
994,1,INA219,3.3,120,36.0789,81.1733,2.7478,0.0,0.0,0.0,0.0,0.0
995,3,MPU6050 + Raspberry Pi Pico + DS18B20,4.15,30,12.5229,17.0138,0.4633,1.633333,0.436917,0.5,5.327899,5.343482
996,1,ESP32-S3,3.3,30,9.7097,19.8247,0.4656,91.7,0.007,355.0,58.069566,59.190706
997,1,Arduino Uno / ATmega328P,5.0,30,6.2269,22.8418,0.9313,0.0,0.0,0.0,0.0,0.0
998,4,ESP32 + Arduino Uno / ATmega328P + MPU6050 + INA219,3.3,1440,839.4416,584.6448,15.9136,6.945,0.004535,60.0,1493.22555,1492.190555
999,2,SSD1306 OLED controller + DHT22 / AM2302,3.3,30,9.7643,19.4268,0.8088,1.25,0.005,1.25,1.464497,1.506647
1000,3,HC-SR04 + DHT22 / AM2302 + DS18B20,5.0,120,8.8198,108.9121,2.2681,6.166667,0.00025,1.333333,13.574603,13.848569
1001,4,MPU6050 + HC-SR501 + HC-SR04 + ESP32-S3,3.3,120,43.7494,73.9929,2.2577,43.9,0.00425,88.75,485.275827,496.309724
1002,4,nRF24L01+ + SSD1306 OLED controller + ESP32 + HC-05,3.3,120,13.8446,102.7403,3.415,16.295,0.00476,63.375,97.353397,98.293121
1003,3,ESP32 + HC-SR04 + Raspberry Pi Pico,4.15,1440,692.0058,686.2729,61.7213,12.96,0.436047,80.0,2650.623563,2660.018971
1004,4,ESP32 + SSD1306 OLED controller + DS18B20 + nRF24L01+,3.3,30,2.468,27.2974,0.2346,9.045,0.004948,63.75,8.311799,8.204237
1005,3,DS18B20 + BME280 + INA219,3.3,360,44.3194,299.8698,15.8109,0.333333,0.00025,0.5,5.688383,5.777408
1006,4,Raspberry Pi Pico + nRF24L01+ + ESP32-S3 + INA219,3.3,1440,209.6707,1203.7885,26.5408,25.75,0.326975,92.125,1812.293423,1874.12671
1007,2,DHT22 / AM2302 + ESP32-S3,3.3,1440,766.3125,607.9991,65.6883,47.1,0.0035,178.75,5262.096145,5322.722807
1008,4,HC-SR501 + nRF24L01+ + BMP280 + Raspberry Pi Pico,3.3,30,14.3577,14.1473,1.495,19.075685,0.32525,3.384212,62.379532,61.689123
1009,2,SSD1306 OLED controller + MPU6050,3.3,360,70.7,280.2616,9.0384,1.95,0.01,0.0,15.473446,15.205639
1010,1,Raspberry Pi Pico,3.3,360,186.115,169.8306,4.0544,0.0,1.3,0.0,12.142891,12.192279
1011,2,BME280 + ESP32,3.3,360,178.0206,166.0169,15.9625,11.94,0.00407,120.0,444.591663,445.816546
1012,3,DHT22 / AM2302 + MPU6050 + nRF24L01+,3.3,120,27.9394,86.8404,5.2202,5.9,0.003633,5.333333,31.844802,31.077746
1013,4,HC-SR501 + DHT22 / AM2302 + ESP32 + Raspberry Pi Pico,3.3,30,1.712,28.0136,0.2745,22.845,0.327035,60.625,14.280588,14.08292
